@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'list all disput case that meet enter search criteria be provid user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'list case differenti type possibl possibl statu case color code line item list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'exampl all open case be yellow all close case be grai',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'Disput System provid user abil to view histori all activ that have occur disput case',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'Disput System provid user abil to follow up disput case follow-up action',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'list avail follow up action for given disput case be filter statu case access level user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'Disput System record name user date ani activ that that creat modifi disput case system',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'detail histori action taken case date user that perform action be maintain audit purpos',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'ani systemat non-us initi action that occur case disput ag process case activ be gener',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'next logon user that initi disput case be notifi that systemat action ha occur disput case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'All letter request be format to guidelin specifi Print Letter Utiliti system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'Any disput case that have been close over 6 month be purg onlin disput databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,promisedata_4
'product support Internet Explorer 5.5 and abov',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product support Mozilla Firefox 1.0 and abov',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product interfac Choic Part System',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'Thi provid feed recycl part data',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product run exist hardwar all environ',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product adher corpor Architectur guidelin',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_5
'product compli corpor User Interfac Guidelin',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product compli corpor color scheme',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_5
'appear product appear profession',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product be easi to us Adjuster Collis Estimat',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'95 \% Adjuster Collis Estimat find product easi to us',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'product increas product Collis Estimat',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'80 \% Collis Estimat agre their product ha increas 1 month us product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'User feel satisfi us product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'85 \% all user be satisfi product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'product be easi to learn Adjuster Collis Estimat',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'product be learn two dai onsit train',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'user easili locat instruct us product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'User help be found 90 \% system',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'search recycl part take no longer 15 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'search result be return in under 15 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'search prefer repair facil take no longer 8 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'prefer repair facil is return 8 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'recycl part audit report be return user 10 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'audit report be return 10 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'prefer repair facil rate be save 5 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'The save occur 5 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product adher corpor onlin avail schedul',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'applic is brought down onli 98 \% schedul outag avail schedul',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product achiev 98 \% uptim',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product not fail more than 2 \% avail onlin time',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product be abl to handl up 1500 simultan user',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'system perform 1500 user time',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'averag number recycl part record dai be 50 000',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product be abl to handl 10 000 concurr user 2 year initi launch',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'estim product be abl to be oper repair facil dirti noisi condit',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product interfac ChoicePart system onc dai approxim 1:00 AM',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'mainten product fall establish corpor mainten window',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product be support us corpor support center',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'Product instal upgrad be handl middlewar technolog team establish launch time frame',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'Only adjust request recycl part audit report',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'No user adjust role request recycl part audit',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'Only adjust supervisor role updat prefer repair facil rate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'User supervisor role not access repair facil rate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'Only collis estim search recycl part',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'User collis estim role not have access search recycl part',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'Only valid data be enter system',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'No invalid data be enter system',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'One insur compani not be abl to view anoth insur compani claim data',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'product free comput virus',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'system prevent malici attack denial servic',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'product compli Sarbanes-Oxlei',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product compli estimat law relat recycl part usag',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product compli insur regul claim process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'user search prefer repair facil us vehicl vehicl locat radiu mile',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'vehicl data includ vehicl year make model',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'vehicl locat includ street address citi state zipcod',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system resolv zipcod street address citi state if zipcod is unknown',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'search radiu be between 1 30 mile',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'system locat prefer repair facil highest rate input criteria',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust enter prefer repair facil estim assign',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust be abl to overrid prefer repair facitl estim assign',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'prefer repair facil be return user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system return list repair facil radiu if prefer repair facil not be determin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim search avail recycl part us damag vehicl part inform',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim search avail recycl part us list prefer part supplier',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system search avail recycl part suppli vehicl part supplier',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim search zipcod radiu 30 mile if no part ar found prefer part supplier',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system retain avail recycl part supplier return search',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'avail recycl part inform their supplier be return user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim appli select recycl part collis estim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim not appli recycl part collis estim if no avail part ar return',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust review collis estim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust request recycl part audit collis estim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'recycl part search result provid to estim be retriev system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system gener audit report on avail recycl part collis estim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'audit report includ total number recycl part us estim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report includ number avail recycl part origin search result',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report includ percentag avail recycl part us estim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report includ total score audit which sum indivu line item',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report be displai user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'audit report be avail other adjust later point time',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'user select to view prefer repair facil rate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'current repair facil rate be displai user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system displai blank set rate if there ar not rate yet defin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'user enter new rate on audit report',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'rate be scale 1-10',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'rate includ categori attempt us recycl part actual us recycl part',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'user select to save prefer repair facil rate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'prefer repair facil rate be save system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'product work most databas manag system DBMS market whether DBMS DBMS is coloc product same machin is locat differ machin comput network',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product function server softwar ani oper system where Java runtim be instal',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product requir collabor databas manag system DBMS',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'DBMS be locat same machin product separ machin resid same comput network',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product make us web applic server technolog',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'Open sourc exampl includ Apach web server Tomcat JBoss applic server',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'databas manag system Oracl DB2 MySql HSQL need to be integr product',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product Look Feel be abl to incorpor aspect custom organ logo brand ident',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product have conserv profession appear',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product make user want to us it',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'80 \% user survei report thei ar regularli us product first 2 week post-launch',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product be easi to us',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'90 \% user be abl to successfulli reserv confer room 5 minut product us',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product give user feedback when necessari',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'80 \% user survei report that product accur confirm their action',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product allow user to select chosen languag on target market countri',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_6
'product allow custom start page view prefer',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_6
'employe be abl to successfulli us product few minut',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'inform navig product less than 15 minut user be abl successfulli setup meet reserv confer room',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product us standard navig menu familiar most web user',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product allow intuit search avail confer room',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product conform American Disabl Act',no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'respons be fast enough to avoid interrupt user flow thought',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'90 \% task complet 5 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'98 \% task complet 8 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'server failur softwar product achiev 99.99 \% time',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product creat except log problem encount product transmiss our compani analysi resolut',no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,promisedata_6
'product be capabl handl up 1 000 concurr request',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'Thi number increas 2 000 Releas 2',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'concurr capac be abl to handl peak schedul time earli morn late afternoon hour',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product be abl to process 10 000 transact hour two year it launch',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'Thi number increas 20 000 Releas 2',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product be expect to oper at least 5 year each custom instal',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product be us offic environ',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product be abl interfac ani HTML browser',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product transmit data user product problem',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product displai HTML properli 80 \% all HTML browser test minimum is to test 8 browser',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product be abl interfac variou databas manag system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product commun successfulli databas manag system 100 \% all transact',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product be abl interfac variou email server',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_6
'product be abl to send email',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_6
'product be avail distribut Internet binari ZIP file',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product be avail distribut packag CD',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product be avail licens one-serv two-fiv server five-or-mor server licens',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'new user be abl to be ad system 10 minut',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'90 \% new user ar abl to log system 10 minut',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product be design us Design Pattern code best practic',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_6
'90 \% mainten softwar develop ar abl to integr new function product 2 work dai',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_6
'product be highli configur us variou databas manag system end user',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_6
'80 \% end user ar abl to integr new databas manag system product chang product softwar code',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_6
'Mainten releas be offer custom onc year',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'releas take no longer 5 minut 80 \% custom base to instal',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'Everi regist user have access product support site Internet',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'70 \% regist user find solut their problem 5 minut us support site',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'custom be abl to easili integr new build map product product lifecycl',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'Integrat new map product be possibl littl no support product support staff',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product be translat foreign languag other target market countri languag futur releas',no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,promisedata_6
'each emerg target market it take no more than 5 dai to configur product that market languag',no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,promisedata_6
'product is expect to integr multipl databas manag system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product oper Oracl SQL Server DB2 MySQL HSQL MS Access',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product be abl to be instal ani oper environ 2 dai',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_6
'product ensur that onli compani employe extern user company-approv user ID have product access',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_6
'100 \% all logon be either compani employe extern user company-approv user ID',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_6
'Only manag ar abl to perform search queri reserv user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'100 \% all search queri reserv user be logon onli manag logon',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product ensur that databas data correspond data enter user',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_6
'Each confer room reserv system contain same inform as wa enter user',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,promisedata_6
'product prevent input malici data',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_6
'product possibl possibl adjac hardwar softwar system data remain 100 \% uncorrupt each time malici data is input product',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_6
'product possibl possibl depend databas filesystem remain oper result input malici data',no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,promisedata_6
'product possibl possibl depend databas filesystem not crash 100 \% time that malici data is input product',no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,promisedata_6
'product have abil to receiv automat softwar updat as new threat emerg',no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,promisedata_6
'100 \% custom be abl to receiv automat softwar updat transmit instal product',no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,promisedata_6
'languag product accommod all target market countri',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'90 \% survei respond each target market countri find that languag product is accept',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'product be abl to displai calendar date time to user local',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'90 \% survei respond each target market countri find that date time format product is correct',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_6
'product be develop J2SE J2EE program languag librari',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_6
'product record meet entri',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product notifi employe meet invit',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product have abil to send meet remind employe',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product assign organ contact inform each meet thei creat',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product record meet acknowledg',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product store new confer room',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product updat exist confer room',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product be abl to delet confer room',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product be abl to store new room equip',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product updat exist room equip',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product be abl to delet room equip',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product allow organ to invit other employe meet',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'Each time confer room is reserv confer room schedul be updat to reflect time date reserv',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product record transport statu equip reserv',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product displai map compani build show confer room locat',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product record updat meet agenda',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product send meet confirm meet organ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product displai room equip to search paramet',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product displai confer room to search paramet',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product record differ meet type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product record all equip that ha been reserv',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product notifi build personnel equip transport request',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product allow priviledg user to view meet schedul multipl report view',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product be abl to send meet notif differ kind end-us specifi method',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'product have customiz Look Feel',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_6
'product have intuit user interfac',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_6
'product displai avail statu unreserv confer room',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_6
'Recreat Inventori Quantiti Adjustment period previou 30 dai take no more than 30min',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_7
'System allow minimum 6 user to work same time',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_7
'System util current own comput equip',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_7
'System be abl to automat backup busi data restor them demand',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,promisedata_7
'System maintain consist secur',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_7
'Any chang user password possibl and possibl permiss take affect all part System',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_7
'System granularli control access right all major subsystem',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_7
'It be possibl to assign access right all subsystem independ',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_7
'System meet all applic account standard',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_7
'final version System successfulli pass independ audit perform certifi auditor',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_7
'System not requir addit third parti licens result royalti fee',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_7
'System allow gener Inventori Quantiti Adjustment document demand',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'System allow demand gener all Inventori Quantiti Adjustment document certain point time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'IQA subsystem subsystem take account current inventori statu adjust inventori substitutionari ingredi accordingli',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'System allow enter store modifi product formula',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'Product formula allow us semi-product which have own formula',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'Product formula ingredi allow defin substitutionari ingredi',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'Product formula substitutionari ingredi be enter automat PFE subsystem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'Formula substitutionari ingredi be kept in persist order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'Product allow enter store modifi product menu us POS termin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'PME Subsystem allow build product menu on list product kept account system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'PME Subsystem Subsystem allow keep submenu menu product submenu a manag persist order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'PME Subsystem allow product to exist more than on submenu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'RMS System System have Window XP look feel us GUI futur make it us intuit',no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,promisedata_7
