@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'irregular activity identify County department rule regulation',no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,la_ehr_rfp
'irregular activity report customizable',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'System provide ability archive record report historic information predefined timeline base rule regulation',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,la_ehr_rfp
'System prevent delete record purge archive',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,la_ehr_rfp
'System maintain audit trail error exception',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'change change System host environment log track',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'report report available significant critical change send review responsible person',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'synchronization application Devices use Offline Mode',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'datum collection device e.g. handheld device etc. synchronize System securely use authentication authorization encryption mechanism',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,la_ehr_rfp
Reporting,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'provide summarize report user access usage log etc.',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'System provide online reporting capability authorize County manager necessary review accountability',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'System provide error exception report',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'System provide usage report',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'System provide configuration user account role privilege report',yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,la_ehr_rfp
'System provide listing privileged account holder System host environment',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'Reporting Data Warehouse',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'generate chart graph report datum',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'generate report directly m Office Hypertext Markup Language HTML pdf format Open Doc Open xml etc.',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'provide ad hoc standard query capability input parameter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'provide ability create maintain report distribution mechanism predefine report e.g. monthly report specific role organization location portal web',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'provide ability view previously generate report user specific user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'provide capability schedule report run automatically',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'allow report exception',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'allow print preview report printing print screen selective page s print functionality',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'capable utilize ms-excel download information application upload information application',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'allow user-friendly end-user report creation require technical staff expertise create publish report module',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,la_ehr_rfp
'proposer provide ad Hoc report tool',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'ad Hoc report tool able access deliver add field database',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'end-user Interface',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'user interface integrate information multiple component unify display business area work type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
provide,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'customizable online documentation training material context-specific help search capability organization-specific business process documentation process map',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'proposer proposer allow field level edit check transaction datum entry provide immediate user feedback error message possible corrective action',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'ability design preferred sequence make data-entry column field match order information organization source document',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'allow option auto-fill capability transaction field entry module',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'ability restrict free form entry e.g. provide drop calendar date field',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'ability accept mass datum entry external source',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'on-line interactive help support hyperlink technology industry standard format e.g. HTML file format',no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'intelligent spell checking text field',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'ability minimize necessity mouse user perform datum entry task',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'present datum user minimum navigational effort require include',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'datum element require complete job function inquire read datum entry readily available',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'user interface integrate information multiple component unify display business area work type',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,la_ehr_rfp
'content Document Management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'capture system-generated document store virtual property licensee folder',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'store electronic form',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'scan store image document electronic file',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'enable indexing search document variety user-defined metada attribute',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'support text search',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'built-in viewer converter wide variety file type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'enable attachment document e-mail e-mail distribution list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'store location identification paper document attribute minimally include folder box physical location',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'redundancy Business Continuity',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'proposer provide recovery environment maintain business continuity',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,la_ehr_rfp
'System Capacity Performance',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'able handle average transaction load average CPU utilization 35 \% -40 \% CPU capacity',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'peak CPU utilization exceed 70 \% CPU capacity time',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'response time average transaction server need occur average 1 second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'response time common request reach user exceed 3 seconds',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'solution maintain 99.9 \% availability plan maintenance',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'solution track uptime transaction response time order demonstrate operation acceptable level',no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'solution complete 100 \% simple single-screen online inquiry transaction second peak usage',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'solution complete average 99 \% online update transaction 5 seconds 60-minute period peak usage',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
host,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'proposer provide facility require host computing network environment appropriate physical security require third-party software 24 7 staff support monitoring environmental condition e.g. hvac port detection suppression moisture humidity temperature',no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,la_ehr_rfp
'proposer proposer proposer provide manage require infrastructure network equipment datum center server router switch load balancer console',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,la_ehr_rfp
'allow access emh solution internet provide secure confidential storage information transmit LA dh',no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,la_ehr_rfp
'proposer proposer proposer review security notification alert relevant host platform e.g. notification bug attack patch apply appropriate maintain highest level defense',no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,la_ehr_rfp
'proposer provide adequate firewall protection order secure Personal Data Confidential Information user ehr unauthorized access party',no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,la_ehr_rfp
'proposer proposer test application enhancement fix upgrade assure integrity result datum',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'proposer proposer proposer provide maintain method proper escalation issue log incident problem error correction agree LA dh',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,la_ehr_rfp
'proposer adhere service level define LA dh germane availability response time base severity level credit key host metric',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,la_ehr_rfp
'proposer meet performance requirement System Capacity Performance requirement t-213 t-218',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'Systems Operations support error handle',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'EHR System provide complete audit feature transaction module software solution',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'EHR System able perform real-time datum redundancy independent storage device',no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,la_ehr_rfp
'simultaneously switch mirror database s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'advantage network ha redundancy switch mirror database impact user',no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,la_ehr_rfp
'provide failover database redundancy',no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,la_ehr_rfp
'proposer monitor computing 24 7 communication circuit report alert compromise health security availability capacity',no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,la_ehr_rfp
'requirement statement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
security,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 1.1 entity authentication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution authenticate principal access emr application emr datum',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution prevent access emr application emr datum non-authenticated principal',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability implement chain Trust agreement',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'appropriate authentication mechanism absent solution authenticate principal use follow authentication mechanism username password digital certificate secure token biometric',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'hl7 1.2 entity authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability create update set access-control permission grant principal',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records purpose record authorization action',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide emr security administrator ability grant authorization principal scope practice organizational policy jurisdictional law',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide emr security administrator ability grant authorization role scope practice organizational policy jurisdictional law',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide emr security administrator ability grant authorization context scope practice organizational policy jurisdictional law',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability define context purpose principal authorization identity role work assignment present condition location patient consent patient present condition',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability define context legal requirement disaster condition',yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,cchcs_rfp
'hl7 1.3 entity access control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.1 entity authentication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.2 entity authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability define solution datum access rule',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution enforce solution datum access rule emr resource component application user level local remote',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.3 entity access control order healthcare delivery organization manage patient access healthcare information',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 1.5 non-repudiation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution solution time stamp initial entry modification exchange datum identify actor principal action require user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide additional non-repudiation functionality require user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records prevent repudiation datum origination receipt access',no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution solution conform function .1.8 information attestation ensure integrity datum exchange prevent repudiation datum origination receipt',no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'hl7 1.6 Secure Data Exchange',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution secure mode emr datum exchange',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution conform function .1.7 Secure Data Routing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability obfuscate datum',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution solution encrypt decrypt emr datum exchange non-secure link',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution support standards-based encryption mechanism encryption use secure datum exchange',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'hl7 1.7 Secure Data route',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution automatically route electronically exchange EMR datum known source destination secure network',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution route electronically exchange EMR datum authenticate source destination conform function .1.1 entity authentication',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records provide audit information addition change status destination source',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 1.8 information attestation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.1 entity authentication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.2 entity authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability associate attestable content add change emr content \'s author example conform function .2.2 auditable Records',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability attestation attestable emr content content author',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution indicate status attestable datum attest',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability attestation emr content properly authenticate authorize user different author require user scope practice organizational policy jurisdictional law',yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability use digital signature means attestation',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'hl7 1.9 patient privacy confidentiality',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability fully comply requirement patient privacy confidentiality accordance user scope practice organizational policy jurisdictional law',no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,no,cchcs_rfp
'solution conform function .1.1 entity authentication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.2 entity authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.3 entity access control',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.5 non-repudiation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.6 Secure Data Exchange',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability maintain vary level confidentiality accordance user scope practice organizational policy jurisdictional law',no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability mask electronic health record e.g. medication condition sensitive document disclosure scope practice organizational policy jurisdictional law',yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability override mask emergency specific situation scope practice organizational policy jurisdictional law',yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'Health Record Information Management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 2.1 datum retention availability Destruction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution solution provide ability store retrieve health record datum clinical document legally prescribe time',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,cchcs_rfp
'solution provide ability retain inbound datum document related health record originally receive unaltered inclusive method receive legally organizationally prescribe time accordance user scope practice organizational policy jurisdictional law',no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,cchcs_rfp
'solution retain content inbound datum related health record originally receive legally prescribe time',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,cchcs_rfp
'solution provide ability retrieve information business context datum information obtain',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,cchcs_rfp
'solution provide ability retrieve element include definition legal medical record',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability identify specific emr datum record destruction review confirm destruction occur implement auditable Records function',no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,cchcs_rfp
'solution provide ability destroy emr datum record trace irrecoverably remove policy legal retention period',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,cchcs_rfp
'solution pass record destruction date information exist datum provide record entity',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,cchcs_rfp
'hl7 2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability record access usage solution datum organizational resource',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform Entity Authentication',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate time stamp object datum creation',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate time stamp object datum modification accordance user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate time stamp object datum extraction accordance user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate time stamp object datum exchange',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate time stamp object datum view',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate time stamp object datum deletion accordance user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate author change accordance user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate viewer datum set',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability indicate datum value change',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide audit capability capture solution event hardware software architecture level',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.3 entity access control limit access audit record information appropriate entity accordance user scope practice organizational policy jurisdictional law',yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability generate audit report',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability view change history particular record datum set accordance user scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability record maintenance event load new version change clinical',no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability record solution maintenance event load new version code knowledge basis',no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability record change date time clinical solution allow',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability record solution maintenance event create restore backup',yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,cchcs_rfp
'solution provide ability record solution maintenance event archive datum',yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,cchcs_rfp
'solution provide ability record solution maintenance event re-activate archived patient record',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability record solution maintenance event entry exit emr solution',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability record solution maintenance event remote access connection solution support maintenance activity',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution utilize standardized time example use ihe consistent time profile',no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,cchcs_rfp
'solution provide ability record report audit information use standards-based audit record format example RFC 3881',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'hl7 2.3 synchronization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .5.1 Interchange Standards',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .3 registry Directory Services enable use registry directory',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability link entity external information',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,cchcs_rfp
'solution store location know health record component order enable authorized access complete logical health record emr distribute application emr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'hl7 2.4 extraction Health Record Information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability extract health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function .1.6 Secure Data Exchange provide secure datum exchange capability',no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability de-identify extract information',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .5.1 Interchange Standards enable datum extraction standard-based format',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability perform extraction operation complete datum set constitute health record individual solution',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability perform extraction operation output fully chronicle healthcare process',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability extract datum administrative purpose',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability extract datum financial purpose',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability extract datum research purpose',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability extract datum quality analysis purpose',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability extract datum public health purpose',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,cchcs_rfp
'hl7 2.5 store Manage Health Record Information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 2.5.1 Manage Unstructured Health Record Information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution capture unstructured health record information patient emr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution retrieve unstructured health record information patient emr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability update unstructured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability conform Data Retention Availability Destruction provide ability inactivate obsolete destroy unstructured health record information',no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,cchcs_rfp
'solution provide ability report unstructured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution track unstructured health record information time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability append correct unstructured health record information original unstructured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'specific type implementation imply',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability append unstructured health record information original unstructured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'specific type implementation imply',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability append augmented unstructured health record information original unstructured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'specific type implementation imply',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'hl7 2.5.2 manage Structured Health Record Information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution capture structured health record information patient emr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution retrieve structured health record information patient emr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability update structured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution conform Data Retention Availability Destruction provide ability inactivate obsolete destroy structured health record information',no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,cchcs_rfp
'solution provide ability report structured health record information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
