@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'for each class within sequenc for cohort program administr and nurs staff member shall abl specifi which quarter that class will offer',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add new class sequenc of class',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add clinic class or section sequenc of class',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add new cohort system identifi by start month and year',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add new class for nurs depart into system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'class shall either non clinic class or clinic class',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'non clinic class shall specifi cours name lectur room requir and instructor need',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'clinic class shall specifi cours name lectur room requir clinic site need lectur instructor need and clinic lab instructor need',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abl creat new program of studi',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program of studi shall consist of program name and list of requir class both clinic and non clinic that must complet',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abil specifi which class ar requir for program of studi',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system shall abl displai report of need class for given quarter for all cohort of all program for program administr or nurs staff member plan purpos',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'report of need class shall includ but not limit class offer number of section need number of lab need and room type need',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'class for given cohort shall not conflict with regard time and dai that thei ar offer',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add new clinic site into system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'clinic site inform shall includ but not limit name of site contact person and contact inform',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add new clinic lab section for exist clinic class into system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'clinic lab section shall includ clinic site name class instructor dai and time of lab',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr and nurs staff member shall abl add student who ha regist for clinic class clinic lab section for that class',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system shall allow program administr or nurs staff member remov student from clinic lab section',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system shall allow program administr or nurs staff member move student from on clinic lab section anoth clinic lab section correspond same clinic class',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abl cancel clinic lab section onli if there ar no student regist for that clinic lab section',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abl add new nurs student system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'staff member shall abil manag progress of part time student which includ modifi their sequenc of class and timelin of class',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system shall abl displai printabl summari for individu cohort which will includ student enlist program of studi sequenc of class cohort progress through program and timelin of complet',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system shall abl displai printabl summari for individu clinic site which will includ inform on lab be held at that site for given quarter clinic site gener inform on lab held at that locat date and time of all lab held there',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system shall abl displai printabl summari for individu clinic lab which will includ but not limit class name class number lab section list of student enrol instructor dai time and locat',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_3
'system shall abl displai printabl summari for individu nurs student which will includ but not limit student name student id admiss date class credit gpa and cohort that student is enrol in',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_3
'system shall abl displai printabl summari of system log',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_3
'system shall contain contact inform e mail and phone number for all peopl relev system includ but not limit staff member student lectur instructor clinic lab instructor and clinic site administr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system will us store e mail address as primari mean of commun inform affect parti',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system will notifi affect parti for routin commun purpos includ but not limit inform student of upcom offer class timelin and what their schedul will or shall',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system will notifi affect parti when chang occur affect clinic includ but not limit clinic section capac chang and clinic section cancel',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system will notifi affect parti when chang occur affect class includ but not limit class cancel class section detail chang and chang class offer for given quarter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system will notifi affect parti when chang occur affect cohort includ but not limit chang sequenc for cohort program of studi and chang given week schedul lab cancel thi week due instructor ill',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'system will notifi affect parti when chang occur affect specif student includ but not limit chang student statu from full time part time and move student differ clinic section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abil modifi inform relat cohort includ cohort identifi program of studi prefer sequenc of class and quarter that cohort will take specif class',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abil modifi inform relat program of studi within nurs depart includ program of studi name and requir class for that program of studi',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abil modifi inform relat clinic site includ clinic site name site contact person contact inform and address',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abil modifi inform relat clinic lab section includ clinic site name depart or section for lab class instructor dai and time of lab and contact inform',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'program administr or nurs staff member shall abil modifi inform relat nurs student includ student id student name phone number e mail statu full time or part time and program of studi',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_3
'disput applic shall compli with corpor standard for user interfac creation for intern and extern us applic',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_4
'all screen creat as part of disput applic must compli with corpor standard for interfac creation',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_4
'list of disput case that ar displai after search is perform must color code for easi identif of disput case base upon disput case statu',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_4
'of cardmemb and merchant servic repres shall us disput applic regularli after dai train cours',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_4
'of cardmemb servic repres shall abl successfulli creat disput case on first encount after complet train cours',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_4
'of merchant servic repres shall abl successfulli perform follow up action on disput case on first encount after complet train cours',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_4
'maximum wait time for user navig from on screen anoth within disput applic shall no more than second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall support concurr user without ani degrad of perform in applic',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall avail by with except of follow schedul mainten window',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'mondai saturdai est sundai est',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall interfac with statement databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'statement databas provid transact detail disput system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'all transact detail must obtain from statement databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall interfac with cardmemb inform databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'cardmemb inform databas provid detail inform with regard cardmemb',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'all cardmemb detail inform must obtain from cardmemb inform databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall interfac with merchant inform databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'merchant inform databas provid detail inform with regard merchant',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'all merchant detail inform shall obtain from merchant inform databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall interfac with letter applic',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'thi will allow disput applic request letter as part of disput initi and disput follow up process',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'all letter request must sent print letter util applic',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall interfac with cardmemb post and bill system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'thi will allow disput applic request adjust cardmemb and merchant account',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'all adjust request must sent cardmemb post and bill system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'disput applic shall ensur that onli user with appropri access level ar allow initi disput request',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'onli user with updat access must abl initi disput request',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'disput applic shall ensur that onli author user ar allow logon applic',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'all author user onc authent must abl logon disput system',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'disput system shall gener user report that detail ani new user that been ad and ani chang exist user access level',no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'report will review for audit purpos',no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'all addit of new user and modif user access shall record on user report',no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'if user account is revok it can onli re instanti by system administr',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'onli system administr shall abl reset revok user logon account',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'disput applic shall manipul and view busi data',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'user will not direct access data file or databas',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'all updat data file or databas must initi from disput system',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_4
'disput applic must conform legal requir as specifi by merchant oper regul',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'all busi rule specifi in disput system shall in complianc with merchant oper regul',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput applic must conform legal requir as specifi by regul e and regul z that govern credit card disput process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'all busi rule specifi in disput system shall in complianc guidelin of regul e and regul z',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput applic must maintain detail histori of everi action that user take on disput case',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'thi ensur complet audit trail if question aris later on with regard particular disput case',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'all action that modifi exist disput case must record in case histori',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput system must access by both intern and extern user',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_4
'disput system must prevent user from access ani disput case that do not belong their cardhold base',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput system will facilit direct data entri of disput case via user interfac that support real time respons user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'disput system must provid differ level of access with regard disput case initi and follow up action',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'disput system shall provid view access capabl for author user of applic',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'disput system shall provid updat access capabl for author user of applic',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'disput system must allow user select disput transact base on ag of transact from user interfac and initi disput ticket retriev request or chargeback notif on select transact',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must provid user abil initi singl disput case on multipl transact that belong singl merchant',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system will provid user abil creat or initi ticket retriev request',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'as part of ticket retriev creation process system must prompt user enter all requir inform creat ticket retriev request',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_4
'ticket retriev request is document that is sent merchant inquir valid of transact',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must allow user creat three uniqu type of ticket retriev request',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'three type of ticket retriev request ar request for origin receipt request for copi of receipt or request for portfolio',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'portfolio consist of document that would provid proof of purchas such as document that is receiv from car rental agenc that is more than sale receipt',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must prevent extern user from request origin receipt',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'request for origin receipt ar restrict intern user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must provid confirm user upon creation of ticket retriev request that contain follow inform disput case number type of retriev request copi origin or portfolio and date that merchant respons is due',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system shall allow user creat or initi chargeback request',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'system must prompt user enter requir inform initi chargeback request',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_4
'chargeback request result in print chargeback notif that is sent merchant indic that their account will charg back if no proof is provid that disput transact is valid',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must provid confirm user upon creation of chargeback request',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'confirm must contain follow inform disput case number type of chargeback request pend or immedi and date that merchant respons is due',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system shall prevent creation of duplic disput request of time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system shall accur provid list of possibl reason code for given transact',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'list of possibl reason code must deriv base on type of transact and industri that merchant belong accord busi rule defin for disput system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must provid abil view exist disput case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system must provid search function',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'search method must includ abil search by disput case number merchant account number cardmemb account number and issuer number',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'in addit abov criteria search function must further allow user limit result of search by date rang type of disput ticket retriev request or chargeback notif case statu open close or all and disput reason code',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'list of all disput case that meet enter search criteria must provid user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'list of case must differenti type possibl and possibl statu of case by color code line item in list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'for exampl all open case will yellow and all close case will grai',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'disput system shall provid user abil view histori of all activ that occur on disput case',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system shall provid user with abil follow up on disput case via follow up action',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'list of avail follow up action for given disput case must filter by statu of case and access level of user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'disput system shall record name of user and date for ani activ that creat or modifi disput case in system',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'detail histori of action taken on case includ date and user that perform action must maintain for audit purpos',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_4
'for ani systemat non user initi action that occur on case such as disput ag process case activ will gener',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'upon next logon user that initi disput case must notifi that systemat action ha occur on disput case',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_4
'all letter request must format accord guidelin specifi by print letter util system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_4
'ani disput case that been close for over month must purg from onlin disput databas',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,promisedata_4
'product must support internet explor and abov',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product must support mozilla firefox and abov',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product shall interfac with choic part system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'thi provid feed of recycl part data',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product shall run on exist hardwar for all environ',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product shall adher corpor architectur guidelin',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall compli with corpor user interfac guidelin',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall compli with corpor color scheme',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_5
'appear of product shall appear profession',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall easi us by adjust and collis estim',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'of adjust and collis estim shall find product easi us',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'product shall increas product of collis estim',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'of collis estim shall agre their product ha increas within month of us product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'user shall feel satisfi us product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'of all user will satisfi with product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'product shall easi learn by adjust and collis estim',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'product shall learn with two dai onsit train',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'user shall easili locat instruct while us product',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'user help can found within of system',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_5
'search for recycl part shall take no longer than second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'search result shall return in under second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'search for prefer repair facil shall take no longer than second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'prefer repair facil is return within second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'recycl part audit report shall return user within second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'audit report shall return within second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'prefer repair facil rate shall save within second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'save shall occur within second',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall adher corpor onlin avail schedul',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'applic is brought down onli within of schedul outag per avail schedul',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall achiev uptim',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall not fail more than of avail onlin time',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall abl handl up simultan user',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'system shall perform with user as time',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'averag number of recycl part record per dai shall',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall abl handl concurr user within year of initi launch',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'for estim product shall abl oper in repair facil dure dirti and noisi condit',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product shall interfac with choicepart system onc per dai at approxim am',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'mainten of product will fall within establish corpor mainten window',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product shall support us corpor support center',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'product instal and upgrad shall handl by middlewar technolog team within establish launch time frame',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_5
'onli adjust can request recycl part audit report',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'no user without adjust role shall request recycl part audit',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'onli adjust with supervisor role can updat prefer repair facil rate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'user without supervisor role cannot access repair facil rate',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'onli collis estim shall search for recycl part',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'user without collis estim role shall not access search for recycl part',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'onli valid data shall enter into system',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'no invalid data shall enter into system',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'on insur compani shall not abl view anoth insur compani claim data',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'product shall free of comput virus',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'system shall prevent malici attack includ denial of servic',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_5
'product must compli with sarban oxlei',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall compli with estimat law relat recycl part usag',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'product shall compli with insur regul regard claim process',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_5
'user shall search for prefer repair facil us vehicl vehicl locat and radiu in mile',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'vehicl data shall includ vehicl year make and model',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'vehicl locat shall includ street address citi state and zipcod',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system shall resolv zipcod for street address citi and state if zipcod is unknown',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'search radiu shall between and mile',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'system shall locat prefer repair facil with highest rate for input criteria',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust shall enter prefer repair facil on estim assign',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust shall abl overrid prefer repair facitl on estim assign',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'prefer repair facil shall return user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system shall return list of repair facil within radiu if prefer repair facil cannot determin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim shall search for avail recycl part us damag vehicl part inform',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim shall search for avail recycl part us list of prefer part supplier',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system shall search for avail recycl part for suppli vehicl part and supplier',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim shall search by zipcod with radiu of mile if no part ar found for prefer part supplier',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system shall retain avail recycl part and supplier return from search',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'avail recycl part inform and their supplier shall return user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim shall appli select recycl part collis estim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'estim shall not appli recycl part collis estim if no avail part ar return',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust shall review collis estim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'adjust shall request recycl part audit of collis estim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'recycl part search result provid estim shall retriev by system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'system shall gener audit report base on avail recycl part and collis estim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
'audit report shall includ total number of recycl part us in estim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report shall includ number of avail recycl part from origin search result',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report shall includ percentag of avail recycl part us in estim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report shall includ total score of audit which sum indivu line item',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_5
'audit report shall displai user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_5
