@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'solution provide ability provider verify accuracy patient-originated datum inclusion patient record',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability ability view comment alter patient-originated datum',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'capture Patient Health Data Derived Administrative Financial Data Documentation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture label patient health datum derive administrative financial datum',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture link datum source patient health datum derive administrative financial datum patient datum',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability present label patient health information derive administrative financial datum source datum use authorize user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability view comment patient health information derive administrative financial datum',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability request correction administrative financial datum',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'produce Summary Record Care',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution present summarize view report patient comprehensive emr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution include least follow summary problem list medication list allergy adverse reaction list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function S. 3.3.6 Health Service Reports conclusion episode Care',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'present ad Hoc view Health Record',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability create view prohibit patient access certain information organizational policy scope practice jurisdictional law',yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,cchcs_rfp
'solution provide ability create customize view summarize information base sort filter control date date range problem other clinical parameter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability access summarize information customize view prioritization chronology problem other pertinent clinical parameter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function .1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'patient history',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture update present current patient history pertinent positive negative element',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture present previous external patient history',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture relationship patient other',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution capture complaint present problem other reason s visit encounter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution capture reason visit encounter patient perspective',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function .1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'Preferences Directives consent authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution should function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage patient Family Preferences',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution solution solution provide ability capture present maintain make available clinical decision patient preference language religion spiritual practice culture',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution solution provide ability capture present maintain make available clinical decision family preference language religion spiritual practice culture',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.1.4 support patient Family Preferences incorporate patient family preference decision support solution',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'manage Patient Advance directive',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability indicate advance directive exist patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability indicate type advance directive complete patient live durable power attorney prefer intervention known condition existence do not resuscitate order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution solution provide ability capture present maintain make available clinical decision patient advance directive document do not resuscitate order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .1.1.3.1 Capture Data Documentation External clinical source capture scan patient advance directive document do not resuscitate order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability indicate when advance directive last review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability indicate name relationship party complete advance directive patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution time date stamp advance directive',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability document location or source any legal documentation advance directive',yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,cchcs_rfp
'solution conform function dc .2.1.4 support patient Family Preferences',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage Consents Authorizations',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability indicate patient have complete applicable consent authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability indicate patient have withdraw applicable consent authorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .1.1.3.1 Capture Data Documentation External clinical source capture scan paper consent authorization document',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability view complete consent authorization form on-line',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability generate printable consent authorization form',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution display authorization associate specific clinical activity treatment surgery event patient electronic chart',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability display consent authorization chronologically',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability document assent patient legally unable consent',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability document source each consent patient patient personal representative if patient legally unable provide',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability document patient personal representative level authority make decision patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'Summary list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage Allergy Intolerance adverse reaction list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture true allergy intolerance adverse reaction drug dietary environmental trigger unique discrete entry',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,cchcs_rfp
'solution provide ability capture reason entry allergy intolerance adverse reaction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture reaction type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture severity reaction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture report no know allergy nka patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture report no know drug allergy nkda patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture source allergy intolerance adverse reaction information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability deactivate item list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture reason deactivation item list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution present allergy intolerance adverse reaction have deactivate',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability display user define sort order list',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability indicate list medication other agent have review',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture display date which allergy information enter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture display approximate date allergy occurrence',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'manage Medication list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture patient specific medication list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution display report patient-specific medication list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture detail medication order date dose route sig description prescription quantity when know',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture other date associate medication start end date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture medication not report exist medication list medication history',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture nonprescription medication include over counter complementary medication vitamin herb supplement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution present current medication list associate patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution present medication history associate patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution present medication prescriber medication order date when know',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability mark medication erroneously capture exclude presentation current medication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability print current medication list patient use',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture information filling prescription dispensation medication pharmacy other provider',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'manage Problem list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution solution solution capture display report all active problem associate patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution capture display report history all problem associate patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture onset date problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture chronicity chronic acute self-limiting etc. problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture source date time all update problem list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability deactivate problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability re-activate previously deactivate problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability display inactive possibly possibly resolve problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability manually order sort problem list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide ability associate encounter order medication note one more problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'manage Immunization list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution capture display report all immunization associate patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution record discrete datum element datum associate any immunization give include date type type lot lot number manufacturer',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,cchcs_rfp
'solution prepare report patient s immunization history request appropriate authority Public Health organization',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,cchcs_rfp
'manage assessment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability create assessment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability use standardized assessment where they exist',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability document use standard assessment germane age gender developmental state health condition appropriate EMR user scope practice',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture datum relevant standard assessment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture additional datum augment standard assessment relative variance medical condition',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability link datum standard assessment problem list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability link datum standard assessment individual care plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability link datum external source laboratory result radiographic result standard assessment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution provide ability compare document datum standardized curve display trend',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .1.4 patient access management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'Care Plans treatment plan guideline protocol',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'present guideline protocol Planning Care',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability present current guideline protocol clinician who create plan treatment care',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability search guideline protocol base appropriate criterion problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability present previously use guideline protocol historical legal purpose',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .1.8.6 manage documentation Clinician Response Decision support prompt',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function dc .2.2.1.2 support Context-Sensitive Care Plans guideline protocol',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage Patient-Specific Care Treatment plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture patient specific plan care treatment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution solution conform dc .1.6.1 present guideline protocol Planning Care provide ability use locally non-locally develop template guideline protocol creation patient-specific plan care treatment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability use previously develop care plan basis creation new plan care treatment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability track update patient plan care treatment author creation date version history reference local source non-local source accordance scope practice organizational policy jurisdictional law',no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability coordinate order set care plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability derive order set care plan',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability derive care plan order set',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability transfer plan care treatment other care provider',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .3.1.1 clinical Task Assignment Routing incorporate care plan item task assign route',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .3.1.2 clinical Task Linking incorporate care plan item task link',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .3.1.3 clinical Task Tracking incorporate care plan item task track',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'order referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution should function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage Medication order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability create prescription other medication order detail adequate correct filling administration capture discrete datum',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,cchcs_rfp
'solution capture user date stamp all prescription related event',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .1.4.2 manage medication list update appropriate medication list prescribe medication case multiple medication list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide list medication search both generic brand name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability maintain discrete list orderable medication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .1.7.2.1 manage Non-Medication Patient Care order provide ability order supplies associate medication order accordance scope practice organizational policy jurisdictional law',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution make common content available prescription detail select order clinician',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability order clinician create prescription detail need',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution make available common patient medication instruction content select order clinician',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability include prescription order set',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,cchcs_rfp
'solution provide list frequently-ordered medication diagnosis provider which include full detail medication SIG quantity refill DAW etc.',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability select drug therapeutic class possibly possibly indication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution conform function S. 3.3.2 eligibility verification determination Coverage display result electronic prescription eligibility health plan payer formulary checking',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability re-prescribe medication allow prior prescription reorder re-enter previous datum e.g. administration schedule quantity',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution provide ability re-prescribe medication prior prescription use same dosage allow editing detail adequate correct filling administration medication e.g. dose frequency body weight',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.3.1.1 support drug interaction checking check report allergy drug-drug interaction other potential adverse reaction when new medication order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.3.1.2 support Patient specific dosing warning check report other potential adverse reaction when new medication order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability create prescription which weight-specific dose suggest',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.3.1.3 support medication recommendation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'Non-Medication order Referrals Management',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage Non-Medication Patient Care order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture nonmedication patient care order action item',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture adequate order detail correct order fulfillment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution track status order action item',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture patient instruction necessary correct order fulfillment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability present patient instruction necessary correct order fulfillment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability communicate order correct recipient s order fulfillment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform dc .2.4.2 support Non medication ordering',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage order Diagnostic test',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture order diagnostic test',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture adequate order detail correct diagnostic test fulfillment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability track status diagnostic test s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution solution provide ability capture present patient instruction relevant diagnostic test order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution communicate order service provider diagnostic test',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution communicate support detailed documentation correct service provider diagnostic test',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform dc .2.4.2 support Non-Medication Ordering',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage order Blood Products other biologic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability interface solution blood bank other source manage order blood product other biologic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture use such product provision care',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution should function S. 1.1 registry notification',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture communicate referral s other care provider s whether internal external organization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability capture clinical detail necessary referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture administrative detail insurance information consent authorization disclosure necessary referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution present capture referral information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture completion referral appointment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide diagnosis base clinical guideline make referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide order set referral preparation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability document transfer care organizational policy scope practice jurisdictional law',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'manage Order set',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability present order set s',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability order patient level present order set',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability record each component order set order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.4.1 support order set',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability provider choose order set pertinent certain disease other criterion',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'documentation Care Measurements result',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution conform function .2.2 auditable Records',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'manage Medication Administration',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution present list medication administer',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution display timing route administration dose all medication list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution display instruction administration all medication list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution notify clinician when specific dose due',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.3.1.1 support drug interaction checking check report allergy drug-drug interaction other potential adverse reaction when new medication about give',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution conform function dc .2.3.1.2 support Patient specific dosing warning check report other potential adverse reaction when new medication about give',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture medication administration detail timestamp observation complication reason if medication not give accordance organizational policy scope practice jurisdictional law',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution securely relate intervention administer unique identity patient',no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,cchcs_rfp
'manage Immunization Administration',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,cchcs_rfp
'solution provide ability recommend require immunization when they due during encounter base widely accept immunization schedule',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability recommend required immunization patient risk factor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution perform check potential adverse allergic reaction all immunization when they about give',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
'solution provide ability capture immunization administration detail date type type lot lot number manufacturer',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,cchcs_rfp
