@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'product allow enter store modify product menu use po terminal',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'PME Subsystem allow building product menu on list product keep accounting system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'PME Subsystem Subsystem allow keep submenus menu product submenus manage persist order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'PME Subsystem allow product exist more than one submenu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_7
'RMS System System Windows xp look feel use GUI future make its use intuitive',no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,promisedata_7
'System generate Inventory Quantity Adjustment document on product daily sale datum product formula',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_7
'System generate Inventory Quantity Adjustment document automatically when daily Product sale datum available',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_7
'Administrator able activate pre-paid card Administration section in under 5 seconds',yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'customer able check status they prepaid card enter pin number in under 5 seconds',yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'System let customer register website pay as you go user in under 5 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'System let customer register website unlimited movie subscriber user under 10 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'System let exist customer log website they email address password in under 5 seconds',no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'System let customer cancel they account process take no longer than 2 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'database mark account as inactive user not able log website',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,promisedata_8
'System let administrator de-activate customer account in under 1 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'customer no longer able access website',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'System let administrator administrator add remove movie website under 5 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'enter enter movie information store database now available website',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'System let administrator administrator add remove category website under 5 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'System let izogn manager access sale usage statistics in under 2 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,promisedata_8
'System let administrator administrator generate unique pre-paid pin in under 2 minute generate Excel file generate pin',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,promisedata_8
'website attractive all audience',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website appear fun color color bright vibrant',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website website african feel not alienate non-african',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website use animation page which describe service grab user attention encourage they sign up',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website design design modern clean concise',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'product able use 90 \% novice user internet',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_8
'user only navigate maximum 4 page create account website',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'user able access they streaming movie in 2 click log website',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'anonymous survey show that 70 \% customer comfortable purchase streaming movie 2 week use website',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'anonymous survey show that 95 \% customer comfortable use purchase pre-paid card month use system',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'product retain customer buying preference information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'product easy customer novice skill internet purchase watch streaming movie',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,promisedata_8
'customer able purchase watch pre-determined movie under 3 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'product use symbol word that naturally understandable user familiar website',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_8
'website use standard internet convention when interact user',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_8
'any interface user automated system maximum response time 5 seconds unless note exception below',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'when purchase streaming movie pre-paid card credit card processing time maximum response time 15 seconds',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'when streaming movie buffering time take no longer 10 seconds plus any latency user connection',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'while streaming movie buffering only occur if there latency user connection',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'all credit card information secure server only accessible authorize izogn administrator',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,yes,promisedata_8
'information encrypt database',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'website available use 24 hour day 365 day year',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website achieve 99.5 \% time',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'all movie stream demand any time day',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'website continue operate if streaming server go down',no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,promisedata_8
'website continue operate if payment gateway go down',no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,promisedata_8
'streaming server support 50 simultaneous streaming connection',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'streaming server support maximum 700 movie new server add support more movie',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'server support maximum 1 000 simultaneous user',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website capable support 100 000 customer',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'product expect operate maximum maintenance budget minimum 2 year',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_8
'all aspect website access web browser internet',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'same hardware support current website use support new system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'we able interface follow browser ie 5x ie 6x Netscape 6 7 8 Firefox 1',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'website interface CyberSource API process credit card transaction',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,promisedata_8
'website fully operational MSN tv2',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'movie movie encode stream Windows Media Player 9.0',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'movie encode 56k 256k stream',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'promotional update website take day update',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_8
'izogn administrator able update category listing website 2 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'izogn administrator able add new product website 2 minute',yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,promisedata_8
'system provide 24 hour 800 toll free number support its customer',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website provide help section answer solution common problem',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'Velkat staff available phone support 7am-7pm m-f provide technical support izogn administrator',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'product able install specify environment 1 work day',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_8
'only register customer purchase streaming movie',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'customer only stream movie if they they purchase it 2 day view period',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'only authorize personnel access customer record database',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'only administrator activate pre-paid card',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'only authorize personnel access sale information',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website prevent its datum corrupt when incorrect datum enter in',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'website website protect itself intentional abuse notify administrator all occurrence',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'datum integrity script run weekly basis verify integrity database',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'website make its user aware its information practice before collection datum they Privacy Policy accessible all page website',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,promisedata_8
'system notify customer change its information policy',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,promisedata_8
'system reveal private information only compliance organization information policy',no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,promisedata_8
'all customer information store secure database accessible only authorize personnel',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,promisedata_8
'all credit card information encrypt database',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,promisedata_8
'streaming server anti-virus software prevent infection malicious virus',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_8
'website cater all tribe Nigeria',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website not offensive religious ethnic group',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website appeal all african not only Nigerians',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website use Flash provide animation home page',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_8
'izognmovy meet licensing requirement set forth appropriate organization order stream african movie',no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,promisedata_8
'website comply w3c standard',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_8
'PHP code comply pear standard',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_8
'website allow customer search movie title actor director',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'view movie detail website display movie description actor director enter in by administrator',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website website request authorize credit card payment allow user stream movie',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'able stream purchase movie Windows Media Player up 2 day purchase date',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website allow customer browse movie category enter in by izogn administrator',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website allow customer view review select movie other customer',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website allow customer add they own movie review select movie',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website allow Izogn administrator approve review post customer',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'System allow customer pay streaming movie pre-paid card',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website allow customer purchase pre-paid card $ 5 $ 10 $ 20 value either credit card mail-in payment option',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'System System automatically update main page website every Friday show 4 latest movie that add website',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'System allow user update they billing contact information my Account section website',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'pre-paid card distribute email print paper card',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_8
'only register customer purchase streaming movie',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'movie only stream if customer customer purchase movie 2-day time period stream movie',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'website able support free trial period various parameter set Izogn Manager',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'all streaming movie sale sale log database accessible administrator',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'all register customer information information store maintain database even after customer cancel they account',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,promisedata_8
'Daily usage statistics statistics log accessible administrator',yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'owner free access all streaming movie',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_8
'total lead cycle time complete 5 minute 90 \% lead volume business hour 8am cst 8pm cst then 3 minute 99 \% lead volume off business hour',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_9
'no lead evaluation complete time period longer than 25 seconds 97 \% all lead process',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_9
'for lead that process longer 25 seconds system record event duration',no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_9
'process fit processing time condition set forth auto Rep Assignment process which lead assign 3 minute total life cycle',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_9
'lead wash process operate established physical web service structure',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,promisedata_9
'wash process use non binding neutral datum format xml when receive process lead datum',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_9
'defect report available technical unit 24 7 basis',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'wash parameter update schedule maintenance hour',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'vendor verify invalid lead',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'vendor submit credit validation record apply enterprise billing system',yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,promisedata_9
'if lead score high range system supply lead datum score enterprise system',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,promisedata_9
'lead wash functionality validate all lead receive web service valid datum',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'lead wash functionality insert all lead capture web service',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'if lead score fall high average score then it process ARA functionality',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'if lead score fall medium average then it set manual verification enrollment coordinator elead system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'if lead score fall low average then it return supply vendor',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_9
'lead wash functionality compile both contact academic score information total score',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'lead wash functionality use parameter supply corporate school score part lead',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'lead wash functionality return lead datum supply vendor reason rejection',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'lead wash functionality interface which lead datum parameter maintain',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'lead wash functionality verify user authentication rights make parameter update',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,promisedata_9
'lead wash functionality store any potential lead duplicate return enterprise system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'prior submit lead enterprise system lead wash functionality assign lead admission rep.',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'lead wash functionality receive period list available rep enterprise system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_9
'product simulate look ship sea',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'product display grid circle view periscope',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'product display each type ship grid use image specific type ship',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'when offensive player take shot product simulate sound ship sea',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'when shot mark as miss product simulate sound shot miss its target',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'when shot mark hit product simulate sound shot hit its target',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'when ship sink product simulate sound sink ship',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_10
'product available 24 hour day seven day week',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_10
'product shall able handle large number game simultaneously',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_10
'response time fast enough maintain flow game',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_10
'response time no more than 2 seconds 95 \% response no more than 4 \% remain response',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_10
'product protect identity player',no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,promisedata_10
'product provide player no access information that reveal identity another player',no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,promisedata_10
'product product intuitive self-explanatory',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_10
'nine ten user able successfully complete game no training',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_10
'product available player who understand english spanish french',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_10
'product allow user select language access product',no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,promisedata_10
'product provide player no access information that reveal identity another player',no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,promisedata_10
'response time fast enough maintain flow game',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_10
'response time no more than 2 seconds 95 \% response no more than 4 \% remain response',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_10
'product maintain list player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow user identify himself herself player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'once game initiate product make player assign game unavailable selection list player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow user remove himself herself list player any time',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_10
'product make inactive player unavailable selection list player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product remove player who inactive 24 hour list player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow player initiate game select another available player list player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'once game initiate product display defensive grid each player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'once game initiate product display offensive grid each player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product prevent player view offensive defensive grid other player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'once game initiate product allow each player position they 5 ship they respective defensive grid',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow player position ship horizontally they grid',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow player position ship vertically they grid',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow player position ship diagonally they grid',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product prevent player overlap ship they grid',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when both player position they 5 ship they defensive grid product define status each player first turn',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'each turn product identify one player offensive status one player defensive status',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product maintain status each player turn either offensive defensive',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'start each turn product notify each player he she status',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'each turn product allow offensive player define shot',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'each shot product examine defensive grid defensive player determine whether shot hit miss',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'each shot product product notify player whether shot hit miss',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'each shot product product mark shot hit miss defensive grid defensive player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'each shot product product mark shot hit miss offensive grid offensive player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when hit result sink ship product notify player that ship sink',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when hit result sink ship product mark ship as sink defensive grid defensive player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when hit result sink ship product indicate type ship sink defensive grid defensive player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when hit result sink ship product mark ship as sink offensive grid offensive player',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'if shot mark hit product allow offensive player define shot',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'if shot mark as miss product change status offensive player defensive',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'if shot mark as miss product change status defensive player offensive',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product continue assign turn until game end',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product end game when hit offensive player result sink last defensive player ship which not previously mark as sink',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'product allow player end game any time game',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_10
'when game end product notify player that game end',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'notification game end include reason game end i.e. player win game player end game',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when game end product allow each player identify himself herself available player list player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'when game end product allow each player remove himself herself list player',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_10
'system easy use caller supervisor',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_11
'caller supervisor able accomplish any system task 2 minute',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_11
'system easy learn caller supervisor',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_11
'caller supervisor learn how use system 10 minute',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_11
'system responsive',yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'DePaul TeleServices Center when supervisor use system view caller schedule system response time no more than 2 seconds 90 \% time no more than 5 seconds rest time',yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'56k connection system response time all operation no more than 6 seconds 90 \% time',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_11
'112k connection faster system response time all operation no more than 3 seconds 90 \% time',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_11
'system high availability every day year',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_11
'system available use 12:00 AM 6:00 pm all day year',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_11
'system available use 7:00 AM 11:59 pm all day year',no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_11
'product internet browser independent',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_11
'product run use internet Explorer Netscape Navigator',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_11
'product ensure that only supervisor advertise empty time slot',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'product ensure that supervisor allow access advertise empty time slot',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'product ensure that only supervisor enter caller schedule',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'product ensure that supervisor allow access advertise empty time slot',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'product ensure that only supervisor view schedule all caller',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'product ensure that supervisor allow access advertise empty time slot',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_11
'interface simple look',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_11
'interface usability survey 90 \% beta tester report that interface adequately simple',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_11
'interface appeal caller supervisor',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_11
'interface usability survey 80 \% beta tester report that interface appeal',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_11
'product provide GUI base monitor Services',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_12
'System Administrators monitor message exchange exchange exchange predict determine problem also provide internal external support',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_12
'product comply City Chicago application Development Guide Framework',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,promisedata_12
'application development framework provide structured Graphical user Interface',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_12
'product provide monitoring Services',no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,yes,promisedata_12
'product easy System Administrators DBAs use two week usage',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_12
'product provide Error Tracking Services',no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_12
'product help System Administrators DBAs resolve transaction error 99 \% time',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,promisedata_12
'product provide Portals',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,promisedata_12
'product help System Administrators analyze transaction ad-hoc reporting kpi key Performance Indicators',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,promisedata_12
'product provide asynchronous messaging',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_12
'product provide asynchronous messaging enable parallel processing reduce overhead communication',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,promisedata_12
'product provide multi-threading load balancing',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_12
'product provide multi-threading technology load balancing overcome datum load spike traffic',no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,promisedata_12
