@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'click add select referral drop-down list to begin new Referral transaction',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Select the refer physician risk level etc. drop-down list provide enter reason referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'another drop-down contain list physician clinic Address book which you refer you patient',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click save',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'referral be now Patient transaction list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click print transaction to generate printable version referral form',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'on you system configuration you be ask to save file it be print automatically',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'when you you be finish return transaction list click add',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'basic transaction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'other transaction type use simple transaction form',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Select desire type list enter transaction detail text box provide',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click save when finish',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'new transaction have now be add list referral',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click Edit transaction to edit its contents',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'basic billing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'only Administrator authorize user those access control designate Accounting they user profile access openemr billing system',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'to begin log in you designate username password',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'Select fee bill navigation menu left',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'this bring you main billing screen',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this present you option to generate variety printable electronic claim report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'billing report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Billing Report page automatically display any billable encounter that be generate today',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'you use billing search tool to choose variety criterion which to search available encounter',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'instance to view billable different time period select date Service the choose criterion section choose desire date range drop-down list click Update list top right corner screen',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'list now display all billable select date range',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Generating Claims',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click checkbox right desire encounter enable set button generate claim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'you system be configure appropriate set form insurance company clearinghouse use you clinic',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'select multiple encounter allow you to generate batch file many claim at once',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click generate x12 to create claim file that be suitable send clearinghouse',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'openemr present you confirmation popup remind you to check log file after you have finish generate you claim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'click ok mark this item as clear indicate that billing have be complete this encounter',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'standard Save File dialog appear next allow you to save generate batch file you computer',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'once file have be save click View Log to check whether claim be generate successfully',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'if there be any error claim generation process they be display here',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'otherwise you see note indicate that file be generate successfully',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'the download claim file contain necessary encounter information format billing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'this be what be send clearinghouse whatever method have be specify',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Select Billing Status = Unbilled current criterion list click red x to remove it list select Billing Status under choose criterion and select all',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click Update list to refresh billing list see update status encounter',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click expand next desire encounter to view it be detail',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Generating HCFA form',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'openemr multiple form be generate each claim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'example re-enter desire date range be sure that Billing Status be set all click Update list again to show current status claim',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'you see that claim have be marked as clear',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'check box right encounter click generate CMS 1500 pdf',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'openemr now generate pdf HCFA claim on standard hcfa form template',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'new form form be view use pdf viewer print automatically pre-printed HCFA 1500 form on you system configuration',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'return Billing Report click Update list you see that status billable encounter have be update',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Accounting Receivables',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'user classify accounting Administrator be also authorize to enter receivable clinic',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'check receive insurance company be enter here distribute to cover appropriate encounter',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'patient also be bill they payment record',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'explanation Benefits',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'to begin select select fee bill navigation menu click eob to bring up explanation Benefits search window',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'this this be where you upload era file click help upper right-hand corner more information begin input payment manually',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'top you enter source eg check number pay date check amount',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'amount field be automatically decrement as payment be enter associate invoice',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'when all invoice have be complete this value be zero',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'search field blue background be locate specific invoice or invoice',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,unknown
'enter appropriate parameter date service click search to bring up list all invoice claim match request parameter',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'list show patient invoice number current balance to be pay',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'number a prv column indicate number insurance company which this invoice be await payment',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'enter payment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click invoice number you wish to work with open EOB Invoice window',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'Notice that source pay date previous window have be copy over this save time common case where single check insurance company pay multiple claim',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,unknown
'EOB Invoice page contain detailed list payment make this invoice so far',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'enter payment amount remain balance check need secondary billing',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'this allow claim to be re-billed secondary insurance',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Select do ins1 above to indicate that primary insurance eob have be post',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'when you be finish click save',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'once payment payment have be bill receive secondary insurance it be enter same way',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'enter source pay date etc. locate appropriate invoice s use search function',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'payment amount be now show remain balance',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'number prv column have also decrease',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Select invoice number to bring up EOB Invoice window again',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'enter payment amount select ins2 to indicate that secondary insurance eob have be post',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Invoice adjustment also be make here',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'enter adjustment amount or click W to waive entire remain balance select reason adjustment drop-down list provide',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'click save when finish',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'patient invoice payment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'once payment payment insurance company have be receive enter you use openemr eob page to generate invoice billing patient remaining amount',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Select due pt from drop-down list click search to display list all invoice that be await payment patient',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'invoice still await payment insurance company not be show',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'check box desire invoice click print select statement to generate invoice that patient use customizable template',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'on you clinic openemr configuration invoice be print automatically',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'a 1 prv column now indicate that patient have be bill once this claim',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'this number increment every time new invoice be print this encounter',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'this be useful when print so that second later notice be word differently initial statement',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'you also click patient name invoice list to create billing note that patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'enter you note text field click save',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'once payment have be receive it be enter invoice same manner insurance payment',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'in now post for list be sure select patient',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'enter payment amount as before click save',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
Reporting,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'openemr there be wide array report you generate which be useful you practice',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'these include general report appointment encounter report billing report patient specific reporting',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'General Reports',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'most general reporting tool be find select report navigation menu at leave',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,unknown
'Tree View scheme list available report be divide hierarchical list navigation menu',no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,unknown
'example of commonly use report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click report visit superbill bring up Superbill Report page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'this present you dialog select date range',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'click click submit produce report each encounter date range show patient demographic insurance information billing code amount',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'Appointments Report report visit appointment give you list appointment give provider for all provider specify date range',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'it be sort click any four column heading',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'the appointment and encounter Report report visit appt-enc give you a useful cross-reference appointment they corresponding encounter',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'this allow you to easily spot many type error appointment miss encounter encounter miss appointment miss charge authorization justification that that be require do',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'insurance distribution report list under report insurance show you how many patient see give time period use each kind insurance',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'indigent patient report list all encounter patient that be see insurance',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'none show here',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'billing report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'main billing page click report or select report Financial Cash Rec navigation menu',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'this be cash Receipts report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'it break down gross income provider give time period',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'user also elect to see detailed breakdown cash receipt itemize each procedure which charge be make',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'patient report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'when patient be active system user have option generate report that specific patient',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'to do so click Report top Patient Summary page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown
'user choose to include omit wide variety patient information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'when satisfy you selection click generate Report',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'this produce report all the specify patient information',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'openemr 4.1.1 Linux installation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'require Software installation distribution specific',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'First First install configure MySQL Apache or another php-capable webserver php5',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown
'we recommend refer you specific operating system os documentation installation these software package',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• ensure php be configure these setting',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Debian Lenny',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'to install prerequisite software debian use apt system system administrator to install package list follow wiki page section',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'openemr dependency',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'Centos or RedHat',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'if use cento redhat then ensure when configure MySQL OpenEMR STRICT_MODE be disabled',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown
'this be do MySQL configuration mydotcnf file',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown
'you check setting exist mysql instance execute SHOW VARIABLES MySQL command line client check value sql_mode',no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown
'for more detail see http:\\/\\/dev.mysql.com\\/doc\\/refman\\/5.0\\/en\\/server-sql-mode.html',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'install openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'extract Tarball',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'first Download OpenEMR from sourceforge',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'http:\\/\\/downloads.sourceforge.net\\/openemr\\/openemr-4.1.1.tar.gz  md5 sum 47caa36d37498f5ca9f0e30329798414',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next extract the download archive',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'tar pxvzf openemr-4 .1.1',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
tar,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
gz,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'move the extract openemr-4 .1.1 directory you webserver root directory then go this directory',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'refer you os webserver documentation to obtain you webserver root directory',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'example Ubuntu webserver root directory be var www so Ubuntu you use follow command',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'mv openemr-4 .1.1 var www openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'cd var www',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'some other common webserver root directory be',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• mandriva or var www html or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• FHS or srv www or',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'configure Install WEB GUI',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'open up web-browser point it installation script http:\\/\\/localhost\\/openemr ',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'first screen screen give some general instruction ensure file directory permission be set up correctly',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'it tell you all you file system permission permission be good have continue button bottom form',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'if it do click continue button',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'otherwise if there be error this screen then follow instruction to fix',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
2,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup step 1 which ask whether setup create database',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'leave setting set to have setup create database click continue button',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
3,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup step 2',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'it have list option use setup database openemr user openemr path information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'most user just need to enter initial user password OpenEMR user password sql user these field be circle red in below screenshot',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'some user also have to enter password root user mysql server',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
4,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup step 3',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this page you see log openemr connect create database',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'bottom page it read next step step install configure access control php-gacl',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click continue button',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
5,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup step 4',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this page openemr configure access control php-gacl',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'you see log openemr install configure php-gacl',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'you see success',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'in green letter four time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'bottom page it read next step configure PHP',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click continue button',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
6,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup step 5',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this page be display recommendation how to configure you phpdotinus config file',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'read follow instruction carefully',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'bottom page it read next step configure Apache web server',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'we suggest you print this screen future reference',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click continue button',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
7,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup step 6',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this page be display recommendation warning directory Apache not allow outside world to see as these directory contain Protected Health Information',no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,unknown
'read follow instruction carefully',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'we suggest you print this screen future reference',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'click continue button',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
8,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'next page be OpenEMR Setup',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this be final configuration page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this final installation screen give additional instruction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this information be personalize you setup so we suggest you print this screen future reference',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'bottom page be you openemr username password link openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'openemr installation screenshot below',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'post-install FileSystem permission cleanup',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
1,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'after installation be finish then secure file this be do root user',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'chmod 644 openemr library sqlconfdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr acl_setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr acl_setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr sl_convertdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr sql_upgradedotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr gacl setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'chmod 600 openemr ippf_upgradedotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'download install most recent patch',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'instruction to do this be find OpenEMR Patches page',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'use openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'see openemr 4.1.1 user Guide',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'secure openemr',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
overview,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'advent patient portal community be now address issue how best secure openemr instance that be open web',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'do this require firm understanding secure several part which at least include openemr itself Apache MySQL PHP firewall router http certficate etc.',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'forum that begin to discuss this issue be find here',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'there be also a very nice write up Security Assessment emr especially regard HIPAA compliance OEMR Organization wikus',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'this document be still just work progress hopefully as member community begin secure they openemr instance web they place thing they learn here in order to help other',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
openemr,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• after installation upgrade consider remove or ensure no access to follow script which be not need general openemr use',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'• acl_setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• acl_upgradedotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• sl_convertdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• sql_upgradedotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• gacl setupdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• ippf_upgradedotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• entire contrib directory',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'o for contrib icd9 contrib icd10 contrib snomed contrib rxnorm directory',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• after install patch consider remove or ensure no access to follow script which be not need general openemr use',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• sql_patchdotphp',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• Passwords',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• enforce strong unique password which be set administration global security',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
'• enforce password expiration which be set administration global security',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
Network,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown
'• server consider only open port 443 http',no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,unknown
