@relation unknown

@attribute sentence string
@attribute 'access control' {yes,no}
@attribute audit {yes,no}
@attribute availability {yes,no}
@attribute 'capacity and performance' {yes,no}
@attribute legal {yes,no}
@attribute 'look and feel' {yes,no}
@attribute maintainability {yes,no}
@attribute operational {yes,no}
@attribute privacy {yes,no}
@attribute reliability {yes,no}
@attribute recoverability {yes,no}
@attribute security {yes,no}
@attribute usability {yes,no}
@attribute 'other nonfunctional' {yes,no}
@attribute 'database design' {yes,no}
@attribute functional {yes,no}
@attribute documentID string

@data
'system has capability to support special needs order entry Emergency Operating Room',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to incorporate charging workload methodology order entry',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to display critical relevant data when creating orders',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,la_ehr_rfp
'e.g. CT exam BUN Creatinine liver enzymes',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'system has ability to enter multiple orders same time need to re-select PT list re-enter PT ID information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to create algorithm charts common situations procedures',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to provide alerts reminders on predefined clinical guidelines',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system system has capability to have decision support capabilities alerts that identify reason alert relevant trigger data severity risk Integrated Decision Support',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to queue notification consultation needed consultant to notify user consult completion including consult note',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to track report number consultations requested number performed physician',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,la_ehr_rfp
'system has capability to withhold encounter being closed certain data fields completed',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to differentiate result notes other types visit notes',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to provide system-wide quality reporting physician specific performance feedback',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system system has configurable protocols alerts each disease entity',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to capture data reports available to meet National Patient Safety Goals',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'specific concern are patient Safety Goals that address infection control e.g. central line infections surgical site infections',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system system has ability flag identify patients that meet criteria clinical studies',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to integrate order sets pathways regulatory core measure criteria with prompts provider usual practices expectations method documenting deviation usual expected practice',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to view lab results pharmacy order process flow',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address verification order Pharmacist address duplicate Therapy checking drug drug interaction checking drug allergy checking drug food interaction checking',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address soft hard stop orders defined LAC DHS policies procedures',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address Chart Lock functionality medication orderings',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• IV Admixture compatibility',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Scoping Frequencies Nursing Unit',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Contra-indication checking',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Print outs patient information form Leaflets',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Capability to enter free text medications',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Capability to modify medication order when original order is modified new parameters applied new signature applied order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'o TPN',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Multi-ingredient IV ordering Order Catalog part eMAR',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Virtual views',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Rx Masks',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Rx synonyms',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Order Entry Formats',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Creation on-line MAR IV documentation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Charge order administration',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Documentation on-line MAR',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o IV Charting',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o IV rate',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Infuse Over Calculations',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Capability to view discharge Meds Profile inpatient meds profile',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'o Sliding Scale ordering',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Weight Based dosing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Rx order Sentences',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Medication orders',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'o Physician co-sign medications',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Capability to handle medical student orders new orders',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'system has capability to address pharmacy clinical documentation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability address',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Pharmacy Reference Data dispense Categories',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Dosage Forms',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Frequencies',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Label Comments',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Order Alerts',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Price Schedules',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Reason Codes',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Routes Administration',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Units Measure',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'system has capability to address departmental Orders Inpatient medications',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support pre-defined defaults order details',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address formulary items',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address pharmacy label formats',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support Standard IV Label Standard Medication Label Standard Self Med Pass Med Label Standard Oral Syringe Label Standard Outpatient Label',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address medication administration processing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability providing following reports',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Standard Profile Pharmacy Medication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Standard Stop Order Report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Standard Worklist Report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Standard Checklist Report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Drug Inquiry',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Special Status Inquiry non-formulary meds',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Order Action Workload by site location',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Order Action Workload by site user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Dispense Categories Workload site user',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Dispense Categories Workload site location',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Pharmacy Billing Journal',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Drug Utilization Report',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Formulary Analysis',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Interaction Alert Views',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Order Action Analysis',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Order Dispense Analysis',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Product Dispense Analysis',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'system has capability to utilize pharmacy industry standardized databases that include',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Basic drug information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Drug-drug interactions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Drug-food interactions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Drug allergy allergic cross-reactivity checks',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Therapeutic duplication',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Pharmacology Side effects toxicities',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Warnings',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Pregnancy hazards',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Lactation hazards',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Therapeutic categorization',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Consumer drug education English Spanish',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Warning labels Brand generic name',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Formulations',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Routes',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Orange book codes',no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• AWP Drug pricing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Pediatric adult order sentences content',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'• Dose-range checking content on patient parameters age and',no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
weight,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,la_ehr_rfp
'system has capability to address Dose Range Checking alerts presented Pharmacy users Order Entry to ensure medication order doses are safe effective ranges Dose-range checking age and weight specific Checking performed medication PRN intermittent orders single doses daily doses length therapy order-by-order basis',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support decision support rules pharmacy orders including',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Validating have data Height Weight Allergy fields',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Standard IV PO switch that recommend switch expensive IV medication more cost effective oral equivalent',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Standard IV PO WBC Switch that recommends switch expensive IV medication more cost effective oral equivalent when White Blood Cells falls normal ranges',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• When ordering renally excreted or nephrotoxic medication patient recent creatinine result that indicates impaired renal function dosage adjustment is recommended',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'• Alert evokes when renally excreted drug is ordered',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address need Electronic Medication Administration Record EMAR',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to provide list description all fields drug record Formulary file',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to alert user any Drug Drug interaction Food Drug interaction Drug Disease interaction Drug Allergy interaction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,la_ehr_rfp
'system has capability that provides user ability to add possibly possibly edit interaction alerts',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability that provides user ability to delete interaction alerts drug drug basis',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to capture true allergies reactions allergies differently drug intolerances discrete data',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have pre-notification occurrence order stop time',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have automatic notification customized abnormal alerts',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability for to record manage report patient allergies',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability medication therapy monitoring',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability order entry form one screen unit dose IV',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,la_ehr_rfp
'system has capability to have order verification technician order entry',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to identify floor stock items each patient care units Pyxis items',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to re-schedule suspend discontinue IV orders',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to build tapering doses',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system system has capability to lock down orders that are restricted specific groups physicians services alerts defined user',yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to automatically stop possibly possibly hold order',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to generate cart exchange fill list IV picking IV fill list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to provide on-line drug information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have controlled substance tracking',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have drug utilization reporting',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to add possibly possibly edit medications',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to add drips',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to add possibly possibly edit hemodynamic data elements',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to view demand patient current active medications',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability dose age range checking',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to generate patient medication profile decentralized clinical pharmacist',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to implement user-defined drug restrictions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability at user administrative level to add all new vaccine products antigens system immunization tracking data base',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system system has capability to record date time if known vaccine reaction allergic occurrence display alert if user orders subsequent vaccine type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to display alert if user orders subsequent vaccine type recorded vaccine reaction allergic occurrence',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability present structured Allergy information to support medication ordering process',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to automatically alert receive response back provider missing data required to compute dose e.g. dose type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to automatically alert receive response back provider invalid data required to compute dose e.g. dose type',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to alert user when maximum individual daily dose be exceeded',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to capture display approximate date time allergy occurrence capturing allergy symptoms e.g. rash fever chills',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to capture food environmental allergies discrete data',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to provide tool to facilitate reconciliation patients medications past present continuum care',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to allow automatic addition medications on orders prescriptions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have reminders to clarify similar medications active list',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to view patient Immunization List',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to display Med List on-going vs. one-time medications',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have easy closed-loop medication refill process that allows nurse to get online approval physicians',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability calculation common medication dosages weight',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability dose range checking established ranges weight age other conditions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability seamless integration MAR paper on-line',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to alert user lookalike sound alike drugs',no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,la_ehr_rfp
'system has capability automatic volume calculations flow rates compounding information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability interface Bar Code medication administration system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability interface Automated Dispensing cabinet',no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,la_ehr_rfp
'system has capability to generate 3D 2D bar-coding labels recodes forms MARs',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability on-line pharmacy intervention ADR ADE documentation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to reverse modify resubmit prescription refill claims online',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability critical care solution to support IV drip conversions from within flow sheet view',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability graph titrated IV drips blood pressure heart rate',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to document patient problems medications medication reconciliation allergies ADRs EHR which provides ability to manage each these list-types',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to review patient problems medications medication reconciliation allergies ADRs EHR which provides ability to manage each these list-types',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to update patient problems medications medication reconciliation allergies ADRs EHR which provides ability to manage each these list-types',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have ePrescribing capability document store physician patient info SIG',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability its medication module to access National Drug Classification NDC database',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability use to document effectiveness ineffectiveness medication form comments notes using qualitative quantitative scale',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability storing repeat prescription information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability user to retrieve prescription order information that has been previously entered system',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability medication management Ordering Acknowledging order pharmacy review filling medication documentation admission',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability drug monographs',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support IVR process Retail Pharmacy solution',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support written prescription image capture Retail Pharmacy solution',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support interfaces pharmacy automation Retail Pharmacy solution',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to define printer routing printing missing doses MAR.',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to monitor adverse drug reaction',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability batch refill',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to return stock processing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support all refills to be processed central location',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to import inpatient medication profile medication reconciliation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to review inpatient medication profile medication reconciliation',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support inventory control Retail Pharmacy',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to support electronic signature Retail Pharmacy',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to maintain enterprise wide formulary process to distribute formulary enterprise',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to determine cost administration drug when purchase drug is not same increment',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to receive patient medication information external source',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to alert needed liver enzymes when patient total dosage reaches certain level',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to document each item date time person references next review date',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have ability to review scanned prescriptions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to perform manage Medication Reconciliation medication prescription ordering administration reconciliation use bar code-enabled medication dispense',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to perform medication reconciliation listing active inactive prescriptions',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to indicate order still pending not completed when transfer moved not completed specific time frame e. g antibiotic ordered pharmacy delivery patient moves ED ICU before delivered',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to have technical modules that chart clinical laboratory data',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to handle results profiled items e.g. WBC RBC Hgb Hct recognize them grouped item individual component',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to address unique results microorganisms related antibiograms',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to handle reflexive testing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'example reflexive testing is when confirmatory test is automatically ordered after screening test is positive',yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,la_ehr_rfp
'system has capability to handle enable user to result WBC cell differential',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system system has ability archive patient results retrieve them when they return facility',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to handle point care testing entry display results patient MAR e.g. sliding scale insulin',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to handle planned orders future orders how to prevent redundant testing different ordering clinics',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to generate specimen labels customize label',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability to purge archive lab orders',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has the method positive identification patients phlebotomy point care testing',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to document specimen collection information',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has ability to integrate specimen tracking offsite clinics health centers',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability clinician to document review results',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system supports process handling critical lab values',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
'system has capability building manual automated tests reports QA setting up critical values delta checks',no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,la_ehr_rfp
